uid,地名,区划码,地级,地级码,地级类,省级,省级码,省级类,曾用名,备注,ENG_NAME,code,VAR_NAME,NAME_2,VAR_NAME2,GID_2,TYPE_2,NAME_1,VAR_NAME1,GID_1,TYPE_1,year,prep,supply,resource,NEIGHBORS,SUM,filled_data_provinceID,filled_data_provinceName,filled_data_cityName,filled_data_precipitation,filled_data_waterSupply,filled_data_totalWaterResources,filled_data_hostPop,filled_data_stayPop,filled_data_ConsummerSupply
"0",阿克苏地区,"652900",阿克苏地区,"652900",地区,新疆维吾尔自治区,"650000",自治区,,,Akesu,"652900",ā Kè Sū,Akesu,ā Kè Sū,"652900",Prefecture,Xinjiang,Xīn Jiāng,"650000",Autonomous Region,"2018",2580.603,"-1","-1","653200,653100,659002,653000,654000,652800","-6",,,,,,,"-1","-1","-1"
"1",阿拉尔市,"659002",不统计,"0",不统计,新疆维吾尔自治区,"650000",自治区,,,Alaer,"659002",ā Lā ěr,NULL,NULL,"0",NULL,Xinjiang,Xīn Jiāng,"650000",Autonomous Region,"2018",1242.994,"-1","-1","652900","-1",,,,,,,"-1","-1","-1"
"2",阿拉善盟,"152900",阿拉善盟,"152900",盟,内蒙古自治区,"150000",自治区,,,Alashan,"152900",ā Lā Shàn,Alashan,ā Lā Shàn,"152900",League,Neimenggu,Nèi Měng Gǔ,"150000",Autonomous Region,"2018",5793.456,"-1","-1","150600,150800,620400,640500,620600,620300,640200,640100,150300,640300,620700,620900","41681",,,,,,,"-1","-1","-1"
"3",阿勒泰地区,"654300",阿勒泰地区,"654300",地区,新疆维吾尔自治区,"650000",自治区,,,Aletai,"654300",ā Lè Tài,Aletai,ā Lè Tài,"654300",Prefecture,Xinjiang,Xīn Jiāng,"650000",Autonomous Region,"2018",3484.542,"-1","-1","659005,654200,650100,652300","27459",,,,,,,"-1","-1","-1"
"4",阿里地区,"542500",阿里地区,"542500",地区,西藏自治区,"540000",自治区,,,Ali,"542500",ā Lǐ,Ali,ā Lǐ,"542500",Prefecture,Xizang,Xī Zàng,"540000",Autonomous Region,"2018",5244.644,"-1","-1","653200,540200,540600,652800","-4",,,,,,,"-1","-1","-1"
"5",安康市,"610900",安康市,"610900",地级市,陕西省,"610000",省,,,Ankang,"610900",ān Kāng,Ankang,ān Kāng,"610900",Prefecture City,Shaanxi,Shǎn Xī,"610000",Province,"2018",9057.473,"1634","880600","511700,500000,610100,611000,420300,610700","232090",,,,,,,"572","316","13541"
"6",安庆市,"340800",安庆市,"340800",地级市,安徽省,"340000",省,,,Anqing,"340800",ān Qìng,Anqing,ān Qìng,"340800",Prefecture City,Anhui,ān Huī,"340000",Province,"2018",13333.802,"7505","920300","340700,340100,341700,421100,341500,360400","72241",,,,,,,"270","41","2123"
"7",安顺市,"520400",安顺市,"520400",地级市,贵州省,"520000",省,,,Anshun,"520400",ān Shùn,Anshun,ān Shùn,"520400",Prefecture City,Guizhou,Guì Zhōu,"520000",Province,"2018",12890.855,"3436","633600","522700,522300,520200,520100,520500","36204",,,,,,,"323","148","3669"
"8",安阳市,"410500",安阳市,"410500",地级市,河南省,"410000",省,,,Anyang,"410500",ān Yáng,Anyang,ān Yáng,"410500",Prefecture City,Henan,Hé Nán,"410000",Province,"2018",7094.04,"5686","119992","140400,410900,410600,130400,410700","32248",,,,,,,"573","172","2708"
"9",鞍山市,"210300",鞍山市,"210300",地级市,辽宁省,"210000",省,,,Anshan,"210300",ān Shān,Anshan,ān Shān,"210300",Prefecture City,Liaoning,Liáo Níng,"210000",Province,"2018",6613.305,"11016","195600","210100,210200,210600,211100,211000,210700,210800","118061",,,,,,,"271","31","1082"
"11",巴彦淖尔市,"150800",巴彦淖尔市,"150800",地级市,内蒙古自治区,"150000",自治区,,,Bayannaoer,"150800",Bā Yàn Nào ěr,Bayannaoer,Bā Yàn Nào ěr,"150800",Prefecture City,Neimenggu,Nèi Měng Gǔ,"150000",Autonomous Region,"2018",4283.991,"1894","561200","150600,150200,152900","17939",,,,,,,"316","84","1328"
"12",巴音郭楞蒙古自治州,"652800",巴音郭楞蒙古自治州,"652800",自治州,新疆维吾尔自治区,"650000",自治区,,,Bayinguolengmenggu,"652800",Bā Yīn Guō Léng Měng Gǔ,Bayinguolengmenggu,Bā Yīn Guō Léng Měng Gǔ,"652800",Autonomous Prefecture,Xinjiang,Xīn Jiāng,"650000",Autonomous Region,"2018",2859.013,"-1","-1","653200,652900,542500,654000,659006,654200,650400,650100,652300,540600,632700,632800,620900,650500","34478",,,,,,,"-1","-1","-1"
"13",巴中市,"511900",巴中市,"511900",地级市,四川省,"510000",省,,,Bazhong,"511900",Bā Zhōng,Bazhong,Bā Zhōng,"511900",Prefecture City,Sichuan,Sì Chuān,"510000",Province,"2018",10272.431,"4662","716800","511700,510800,511300,610700","21883",,,,,,,"-1","-1","-1"
"14",白城市,"220800",白城市,"220800",地级市,吉林省,"220000",省,,,Baicheng,"220800",Bái Chéng,Baicheng,Bái Chéng,"220800",Prefecture City,Jilin,Jí Lín,"220000",Province,"2018",5402.898,"1011","256000","230200,220700,150500,230600,152200","26440",,,,,,,"319","68","830"
"15",白沙黎族自治县,"469025",不统计,"0",不统计,海南省,"460000",省,,,Baishalizu,"469025",Bái Shā Lí Zú,NULL,NULL,"0",NULL,Hainan,Hǎi Nán,"460000",Province,"2018",20295.189,"-1","-1","460400,469030,469026,469027,469001","-5",,,,,,,"-1","-1","-1"
"16",白山市,"220600",白山市,"220600",地级市,吉林省,"220000",省,,,Baishan,"220600",Bái Shān,Baishan,Bái Shān,"220600",Prefecture City,Jilin,Jí Lín,"220000",Province,"2018",8784.343,"1596","1012000","220500,220200,222400","10209",,,,,,,"751","-1","10798"
"17",白银市,"620400",白银市,"620400",地级市,甘肃省,"620000",省,,,Baiyin,"620400",Bái Yín,Baiyin,Bái Yín,"620400",Prefecture City,Gansu,Gān Sù,"620000",Province,"2018",5018.972,"2354","23200","640400,620800,620100,621100,640500,152900,620600","29005",,,,,,,"123","16","766"
"18",百色市,"451000",百色市,"451000",地级市,广西壮族自治区,"450000",自治区,,,Baise,"451000",Bǎi Sè,Baise,Bǎi Sè,"451000",Prefecture City,Guangxi,Guǎng Xī,"450000",Autonomous Region,"2018",12355.758,"3279","2510000","451400,451200,450100,522700,532600,530300,522300","58463",,,,,,,"373","32","2516"
"19",蚌埠市,"340300",蚌埠市,"340300",地级市,安徽省,"340000",省,,,Bengbu,"340300",Bèng Bù,Bengbu,Bèng Bù,"340300",Prefecture City,Anhui,ān Huī,"340000",Province,"2018",12578.448,"8512","315943","340600,341100,321300,340400,341600,341300","27695",,,,,,,"447","222","9234"
"20",包头市,"150200",包头市,"150200",地级市,内蒙古自治区,"150000",自治区,,,Baotou,"150200",Bāo Tóu,Baotou,Bāo Tóu,"150200",Prefecture City,Neimenggu,Nèi Měng Gǔ,"150000",Autonomous Region,"2018",4938.071,"15018","72600","150600,150100,150900,150800","18467",,,,,,,"394","34","848"
"21",宝鸡市,"610300",宝鸡市,"610300",地级市,陕西省,"610000",省,,,Baoji,"610300",Bǎo Jī,Baoji,Bǎo Jī,"610300",Prefecture City,Shaanxi,Shǎn Xī,"610000",Province,"2018",7198.025,"4948","1316400","620800,610400,610100,610700,621200,620500","101967",,,,,,,"349","44","1899"
"22",保定市,"130600",保定市,"130600",地级市,河北省,"130000",省,,,Baoding,"130600",Bǎo Dìng,Baoding,Bǎo Dìng,"130600",Prefecture City,Hebei,Hé Běi,"130000",Province,"2018",5340.209,"9142","254300","110000,130700,140900,140200,131100,130900,131000,130100","153483",,,,,,,"797","90","1841"
"23",保山市,"530500",保山市,"530500",地级市,云南省,"530000",省,,,Baoshan,"530500",Bǎo Shān,Baoshan,Bǎo Shān,"530500",Prefecture City,Yunnan,Yún Nán,"530000",Province,"2018",11853.184,"1802","1473300","533300,530900,533100,532900","1159",,,,,,,"365","148","3011"
"24",保亭黎族苗族自治县,"469029",不统计,"0",不统计,海南省,"460000",省,,,Baotinglizumiaozu,"469029",Bǎo Tíng Lí Zú Miáo Zú,NULL,NULL,"0",NULL,Hainan,Hǎi Nán,"460000",Province,"2018",16679.129,"-1","-1","469030,469028,469027,460200,469001","11263",,,,,,,"-1","-1","-1"
"25",北海市,"450500",北海市,"450500",地级市,广西壮族自治区,"450000",自治区,,,Beihai,"450500",Běi Hǎi,Beihai,Běi Hǎi,"450500",Prefecture City,Guangxi,Guǎng Xī,"450000",Autonomous Region,"2018",14640.566,"7211","266000","450700,450900,440800","24147",,,,,,,"811","300","5017"
"26",北京市,"110000",不统计,"0",不统计,北京市,"110000",直辖市,,,Beijing,"110000",Běi Jīng,NULL,NULL,"0",NULL,Beijing,Běi Jīng,"110000",Municipality,"2018",5590.117,"115852","354573","130800,130700,130600,131000,120000","96819",,,,,,,"1376","1368","58725"
"27",北屯市,"659005",不统计,"0",不统计,新疆维吾尔自治区,"650000",自治区,,,Beitun,"659005",Běi Tún,NULL,NULL,"0",NULL,Xinjiang,Xīn Jiāng,"650000",Autonomous Region,"2018",3568.409,"-1","-1","654300","-1",,,,,,,"-1","-1","-1"
"28",本溪市,"210500",本溪市,"210500",地级市,辽宁省,"210000",省,,,Benxi,"210500",Běn Xī,Benxi,Běn Xī,"210500",Prefecture City,Liaoning,Liáo Níng,"210000",Province,"2018",7354.687,"5624","281700","220500,210400,210100,210600,211000","73617",,,,,,,"746","596","28185"
"29",毕节市,"520500",毕节市,"520500",地级市,贵州省,"520000",省,,,Bijie,"520500",Bì Jié,Bijie,Bì Jié,"520500",Prefecture City,Guizhou,Guì Zhōu,"520000",Province,"2018",11286.861,"3785","1285430","510500,520300,530300,520200,520400,520100,530600","51023",,,,,,,"108","66","-1"
"30",滨州市,"371600",滨州市,"371600",地级市,山东省,"370000",省,,,Binzhou,"371600",Bīn Zhōu,Binzhou,Bīn Zhōu,"371600",Prefecture City,Shandong,Shān Dōng,"370000",Province,"2018",7051.622,"9685","-1","371400,370500,130900,370300,370100","70616",,,,,,,"434","289","6787"
"31",亳州市,"341600",亳州市,"341600",地级市,安徽省,"340000",省,,,Bozhou,"341600",Bó Zhōu,Bozhou,Bó Zhōu,"341600",Prefecture City,Anhui,ān Huī,"340000",Province,"2018",9556.659,"2597","269775","340600,340300,340400,341200,411400,411600","33838",,,,,,,"229","83","4441"
"32",博尔塔拉蒙古自治州,"652700",博尔塔拉蒙古自治州,"652700",自治州,新疆维吾尔自治区,"650000",自治区,,,Boertalamenggu,"652700",Bó ěr Tǎ Lā Měng Gǔ,Boertalamenggu,Bó ěr Tǎ Lā Měng Gǔ,"652700",Autonomous Prefecture,Xinjiang,Xīn Jiāng,"650000",Autonomous Region,"2018",2156.479,"-1","-1","654000,659007,654200","-3",,,,,,,"-1","-1","-1"
"33",沧州市,"130900",沧州市,"130900",地级市,河北省,"130000",省,,,Cangzhou,"130900",Cāng Zhōu,Cangzhou,Cāng Zhōu,"130900",Prefecture City,Hebei,Hé Běi,"130000",Province,"2018",6344.313,"4147","87000","371400,371600,131100,130600,131000,120000","104646",,,,,,,"382","60","1888"
"34",昌都市,"540300",昌都市,"540300",地级市,西藏自治区,"540000",自治区,昌都地区,2014年撤销昌都地区，设立昌都市,Changdu,"540300",Chāng Dū,Changdu,Chāng Dū,"540300",Prefecture City,Xizang,Xī Zàng,"540000",Autonomous Region,"2018",7303.5,"-1","-1","540400,513300,540600,632700,533400","-5",,,,,,,"666","178","3875"
"35",昌吉回族自治州,"652300",昌吉回族自治州,"652300",自治州,新疆维吾尔自治区,"650000",自治区,,,Changjihuizu,"652300",Chāng Jí Huí Zú,Changjihuizu,Chāng Jí Huí Zú,"652300",Autonomous Prefecture,Xinjiang,Xīn Jiāng,"650000",Autonomous Region,"2018",3063.064,"-1","-1","654300,659001,654200,659004,650400,650100,652800,650500","32078",,,,,,,"-1","-1","-1"
"36",昌江黎族自治县,"469026",不统计,"0",不统计,海南省,"460000",省,,,Changjianglizu,"469026",Chāng Jiāng Lí Zú,NULL,NULL,"0",NULL,Hainan,Hǎi Nán,"460000",Province,"2018",17593.102,"-1","-1","460400,469007,469027,469025","-4",,,,,,,"-1","-1","-1"
"37",常德市,"430700",常德市,"430700",地级市,湖南省,"430000",省,,,Changde,"430700",Cháng Dé,Changde,Cháng Dé,"430700",Prefecture City,Hunan,Hú Nán,"430000",Province,"2018",12495.265,"7470","1181053","431200,420500,430800,430900,421000,422800","33106",,,,,,,"392","127","5020"
"38",常州市,"320400",常州市,"320400",地级市,江苏省,"320000",省,,,Changzhou,"320400",Cháng Zhōu,Changzhou,Cháng Zhōu,"320400",Prefecture City,Jiangsu,Jiāng Sū,"320000",Province,"2018",12660.713,"27210","204800","321200,320100,341800,321100,320200","152077",,,,,,,"159","19","344"
"39",朝阳市,"211300",朝阳市,"211300",地级市,辽宁省,"210000",省,,,Chaoyang,"211300",Cháo Yáng,Chaoyang,Cháo Yáng,"211300",Prefecture City,Liaoning,Liáo Níng,"210000",Province,"2018",4192.533,"2166","108974","150500,130800,150400,211400,130300,210900,210700","28174",,,,,,,"185","75","1070"
"40",潮州市,"445100",潮州市,"445100",地级市,广东省,"440000",省,,,Chaozhou,"445100",Cháo Zhōu,Chaozhou,Cháo Zhōu,"445100",Prefecture City,Guangdong,Guǎng Dōng,"440000",Province,"2018",14003.071,"-1","270025","350600,441400,445200,440500","41931",,,,,,,"337","92","5204"
"41",郴州市,"431000",郴州市,"431000",地级市,湖南省,"430000",省,,,Chenzhou,"431000",Chēn Zhōu,Chenzhou,Chēn Zhōu,"431000",Prefecture City,Hunan,Hú Nán,"430000",Province,"2018",14115.098,"6136","1541000","431100,441800,440200,360700,360800,430400,430200","72369",,,,,,,"293","61","2363"
"42",成都市,"510100",成都市,"510100",地级市,四川省,"510000",省,,2016年资阳市简阳市改由成都市代管,Chengdu,"510100",Chéng Dū,Chengdu,Chéng Dū,"510100",Prefecture City,Sichuan,Sì Chuān,"510000",Province,"2018",11850.229,"94611","-1","511400,510600,512000,513200,511800","12573",,,,,,,"390","181","9996"
"43",承德市,"130800",承德市,"130800",地级市,河北省,"130000",省,,,Chengde,"130800",Chéng Dé,Chengde,Chéng Dé,"130800",Prefecture City,Hebei,Hé Běi,"130000",Province,"2018",5635.941,"4130","317400","150400,211300,110000,130300,152500,130700,130200,120000","223818",,,,,,,"465","77","2780"
"44",澄迈县,"469023",不统计,"0",不统计,海南省,"460000",省,,,Chengmai,"469023",Chéng Mài,NULL,NULL,"0",NULL,Hainan,Hǎi Nán,"460000",Province,"2018",19632.528,"-1","-1","460400,469021,460100,469024,469022,469030","19144",,,,,,,"-1","-1","-1"
"45",池州市,"341700",池州市,"341700",地级市,安徽省,"340000",省,,,Chizhou,"341700",Chí Zhōu,Chizhou,Chí Zhōu,"341700",Prefecture City,Anhui,ān Huī,"340000",Province,"2018",13643.078,"2794","668100","341800,340200,340700,341000,340800,360400,361100,360200","55054",,,,,,,"218","105","2361"
"46",赤峰市,"150400",赤峰市,"150400",地级市,内蒙古自治区,"150000",自治区,,,Chifeng,"150400",Chì Fēng,Chifeng,Chì Fēng,"150400",Prefecture City,Neimenggu,Nèi Měng Gǔ,"150000",Autonomous Region,"2018",5218.964,"5635","-1","150500,130800,211300,152500","6294",,,,,,,"246","136","4754"
"47",崇左市,"451400",崇左市,"451400",地级市,广西壮族自治区,"450000",自治区,,,Chongzuo,"451400",Chóng Zuǒ,Chongzuo,Chóng Zuǒ,"451400",Prefecture City,Guangxi,Guǎng Xī,"450000",Autonomous Region,"2018",12864.697,"1937","1170000","450600,450100,451000","55399",,,,,,,"177","-1","-1"
"48",滁州市,"341100",滁州市,"341100",地级市,安徽省,"340000",省,,,Chuzhou,"341100",Chú Zhōu,Chuzhou,Chú Zhōu,"341100",Prefecture City,Anhui,ān Huī,"340000",Province,"2018",12644.115,"5817","625400","321000,340300,340500,321300,320800,320100,340400,340100","197228",,,,,,,"758","276","27148"
"49",楚雄彝族自治州,"532300",楚雄彝族自治州,"532300",自治州,云南省,"530000",省,,,Chuxiongyizu,"532300",Chǔ Xióng Yí Zú,Chuxiongyizu,Chǔ Xióng Yí Zú,"532300",Autonomous Prefecture,Yunnan,Yún Nán,"530000",Province,"2018",10296.443,"-1","-1","530400,530100,530700,513400,510400,530800,532900","38971",,,,,,,"-1","-1","-1"
"50",达州市,"511700",达州市,"511700",地级市,四川省,"510000",省,,,Dazhou,"511700",Dá Zhōu,Dazhou,Dá Zhōu,"511700",Prefecture City,Sichuan,Sì Chuān,"510000",Province,"2018",10134.169,"5312","-1","511600,511900,500000,610900,511300,610700","146122",,,,,,,"178","174","12726"
"51",大理白族自治州,"532900",大理白族自治州,"532900",自治州,云南省,"530000",省,,,Dalibaizu,"532900",Dà Lǐ Bái Zú,Dalibaizu,Dà Lǐ Bái Zú,"532900",Autonomous Prefecture,Yunnan,Yún Nán,"530000",Province,"2018",10341.067,"-1","-1","533300,530700,530800,530900,530500,532300","6907",,,,,,,"-1","-1","-1"
"52",大连市,"210200",大连市,"210200",地级市,辽宁省,"210000",省,,,Dalian,"210200",Dà Lián,Dalian,Dà Lián,"210200",Prefecture City,Liaoning,Liáo Níng,"210000",Province,"2018",5368.749,"42884","246800","210600,210300,210800","22597",,,,,,,"174","55","1189"
"53",大庆市,"230600",大庆市,"230600",地级市,黑龙江省,"230000",省,,,Daqing,"230600",Dà Qìng,Daqing,Dà Qìng,"230600",Prefecture City,Heilongjiang,Hēi Lóng Jiāng,"230000",Province,"2018",6007.192,"23356","236300","230200,231200,230100,220700,220800","33425",,,,,,,"-1","-1","-1"
"54",大同市,"140200",大同市,"140200",地级市,山西省,"140000",省,,,Datong,"140200",Dà Tóng,Datong,Dà Tóng,"140200",Prefecture City,Shanxi,Shān Xī,"140000",Province,"2018",5658.181,"-1","106000","130700,140900,140600,150900,130600","18526",,,,,,,"-1","-1","-1"
"55",大兴安岭地区,"232700",大兴安岭地区,"232700",地区,黑龙江省,"230000",省,,,Daxinganling,"232700",Dà Xīng ān Lǐng,Daxinganling,Dà Xīng ān Lǐng,"232700",Prefecture,Heilongjiang,Hēi Lóng Jiāng,"230000",Province,"2018",5327.456,"-1","-1","231100,150700","2397",,,,,,,"-1","-1","-1"
"56",丹东市,"210600",丹东市,"210600",地级市,辽宁省,"210000",省,,,Dandong,"210600",Dān Dōng,Dandong,Dān Dōng,"210600",Prefecture City,Liaoning,Liáo Níng,"210000",Province,"2018",8170.771,"4093","768000","220500,210200,210500,210300,211000","66481",,,,,,,"595","400","12966"
"57",儋州市,"460400",儋州市,"460400",地级市,海南省,"460000",省,,2015年撤销县级儋州市，设立地级儋州,Danzhou,"460400",Dān Zhōu,Danzhou,Dān Zhōu,"460400",Prefecture City,Hainan,Hǎi Nán,"460000",Province,"2018",22169.782,"-1","364400","469023,469024,469030,469026,469025","-5",,,,,,,"-1","-1","-1"
"58",德宏傣族景颇族自治州,"533100",德宏傣族景颇族自治州,"533100",自治州,云南省,"530000",省,,,Dehongdaizujingpozu,"533100",Dé Hóng Dǎi Zú Jǐng Pō Zú,Dehongdaizujingpozu,Dé Hóng Dǎi Zú Jǐng Pō Zú,"533100",Autonomous Prefecture,Yunnan,Yún Nán,"530000",Province,"2018",12005.603,"-1","-1","530500","1802",,,,,,,"-1","-1","-1"
"59",德阳市,"510600",德阳市,"510600",地级市,四川省,"510000",省,,,Deyang,"510600",Dé Yáng,Deyang,Dé Yáng,"510600",Prefecture City,Sichuan,Sì Chuān,"510000",Province,"2018",10738.743,"4327","447519","510100,510700,512000,510900,513200","111128",,,,,,,"99","58","1966"
"60",德州市,"371400",德州市,"371400",地级市,山东省,"370000",省,,,Dezhou,"371400",Dé Zhōu,Dezhou,Dé Zhōu,"371400",Prefecture City,Shandong,Shān Dōng,"370000",Province,"2018",6436.136,"4185","154389","371500,371600,131100,130900,130500,370100","55839",,,,,,,"656","548","16453"
"61",迪庆藏族自治州,"533400",迪庆藏族自治州,"533400",自治州,云南省,"530000",省,,,Diqingzangzu,"533400",Dí Qìng Zàng Zú,Diqingzangzu,Dí Qìng Zàng Zú,"533400",Autonomous Prefecture,Yunnan,Yún Nán,"530000",Province,"2018",8972.243,"-1","-1","540400,540300,513300,533300,530700,513400","2183",,,,,,,"-1","-1","-1"
"62",定安县,"469021",不统计,"0",不统计,海南省,"460000",省,,,Dingan,"469021",Dìng ān,NULL,NULL,"0",NULL,Hainan,Hǎi Nán,"460000",Province,"2018",18746.586,"-1","-1","469023,460100,469022,469005,469002","19145",,,,,,,"-1","-1","-1"
"63",定西市,"621100",定西市,"621100",地级市,甘肃省,"620000",省,,,Dingxi,"621100",Dìng Xī,Dingxi,Dìng Xī,"621100",Prefecture City,Gansu,Gān Sù,"620000",Province,"2018",6777.26,"683","-1","620800,621200,622900,620100,620400,620500,623000","29593",,,,,,,"20","5","-1"
"64",东方市,"469007",不统计,"0",不统计,海南省,"460000",省,,,Dongfang,"469007",Dōng Fāng,NULL,NULL,"0",NULL,Hainan,Hǎi Nán,"460000",Province,"2018",16287.972,"-1","-1","469026,469027","-2",,,,,,,"-1","-1","-1"
"65",东莞市,"441900",东莞市,"441900",地级市,广东省,"440000",省,,,Dongguan,"441900",Dōng Guǎn,Dongguan,Dōng Guǎn,"441900",Prefecture City,Guangdong,Guǎng Dōng,"440000",Province,"2018",16920.758,"-1","238890","440100,440300,441300","388922",,,,,,,"-1","-1","-1"
"66",东营市,"370500",东营市,"370500",地级市,山东省,"370000",省,,,Dongying,"370500",Dōng Yíng,Dongying,Dōng Yíng,"370500",Prefecture City,Shandong,Shān Dōng,"370000",Province,"2018",8170.076,"14610","185400","371600,370300,370700","40946",,,,,,,"125","87","3011"
"67",鄂尔多斯市,"150600",鄂尔多斯市,"150600",地级市,内蒙古自治区,"150000",自治区,,,Eerduosi,"150600",è ěr Duō Sī,Eerduosi,è ěr Duō Sī,"150600",Prefecture City,Neimenggu,Nèi Měng Gǔ,"150000",Autonomous Region,"2018",5169.885,"2922","292200","140900,150100,150200,610800,150800,152900,640200,640100,150300,640300","54630",,,,,,,"44","56","1548"
"68",鄂州市,"420700",鄂州市,"420700",地级市,湖北省,"420000",省,,,Ezhou,"420700",è Zhōu,Ezhou,è Zhōu,"420700",Prefecture City,Hubei,Hú Běi,"420000",Province,"2018",12576.495,"6225","75507","421100,420200,420100","126322",,,,,,,"435","73","2401"
"69",恩施土家族苗族自治州,"422800",恩施土家族苗族自治州,"422800",自治州,湖北省,"420000",省,,,Enshitujiazumiaozu,"422800",ēn Shī Tǔ Jiā Zú Miáo Zú,Enshitujiazumiaozu,ēn Shī Tǔ Jiā Zú Miáo Zú,"422800",Autonomous Prefecture,Hubei,Hú Běi,"420000",Province,"2018",12497.331,"-1","-1","433100,430700,420500,430800,500000,429021","147967",,,,,,,"-1","-1","-1"
"70",防城港市,"450600",防城港市,"450600",地级市,广西壮族自治区,"450000",自治区,,,Fangchenggang,"450600",Fáng Chéng Gǎng,Fangchenggang,Fáng Chéng Gǎng,"450600",Prefecture City,Guangxi,Guǎng Xī,"450000",Autonomous Region,"2018",14700.474,"4204","889800","450700,451400,450100","55584",,,,,,,"450","142","5800"
"71",佛山市,"440600",佛山市,"440600",地级市,广东省,"440000",省,,,Foshan,"440600",Fó Shān,Foshan,Fó Shān,"440600",Prefecture City,Guangdong,Guǎng Dōng,"440000",Province,"2018",17503.373,"122131","367000","445300,441800,441200,440700,440100,442000","252842",,,,,,,"289","87","4570"
"72",福州市,"350100",福州市,"350100",地级市,福建省,"350000",省,,,Fuzhou,"350100",Fú Zhōu,Fuzhou,Fú Zhōu,"350100",Prefecture City,Fujian,Fú Jiàn,"350000",Province,"2018",14683.13,"31436","743900","350300,350900,350500,350400,350700","30131",,,,,,,"528","74","3313"
"73",抚顺市,"210400",抚顺市,"210400",地级市,辽宁省,"210000",省,,,Fushun,"210400",Fǔ Shùn,Fushun,Fǔ Shùn,"210400",Prefecture City,Liaoning,Liáo Níng,"210000",Province,"2018",6611.562,"9045","176600","220500,211200,210100,220400,210500","67073",,,,,,,"-1","-1","-1"
"74",抚州市,"361000",抚州市,"361000",地级市,江西省,"360000",省,,,Fuzhou,"361000",Fǔ Zhōu,Fuzhou,Fǔ Zhōu,"361000",Prefecture City,Jiangxi,Jiāng Xī,"360000",Province,"2018",15319.221,"5401","1258900","360600,360100,361100,360900,350400,350700,360700,360800","73745",,,,,,,"354","50","1793"
"75",阜新市,"210900",阜新市,"210900",地级市,辽宁省,"210000",省,,,Fuxin,"210900",Fù Xīn,Fuxin,Fù Xīn,"210900",Prefecture City,Liaoning,Liáo Níng,"210000",Province,"2018",5492.364,"6000","51782","150500,211300,210100,210700","55686",,,,,,,"146","90","2095"
"76",阜阳市,"341200",阜阳市,"341200",地级市,安徽省,"340000",省,,,Fuyang,"341200",Fù Yáng,Fuyang,Fù Yáng,"341200",Prefecture City,Anhui,ān Huī,"340000",Province,"2018",10597.596,"5435","367885","340400,411500,341500,411700,341600,411600","25709",,,,,,,"389","150","7747"
"77",甘南藏族自治州,"623000",甘南藏族自治州,"623000",自治州,甘肃省,"620000",省,,,Gannanzangzu,"623000",Gān Nán Zàng Zú,Gannanzangzu,Gān Nán Zàng Zú,"623000",Autonomous Prefecture,Gansu,Gān Sù,"620000",Province,"2018",7464.934,"-1","-1","621200,632300,630200,622900,621100,632600,513200","2072",,,,,,,"-1","-1","-1"
"78",甘孜藏族自治州,"513300",甘孜藏族自治州,"513300",自治州,四川省,"510000",省,,,Ganzizangzu,"513300",Gān Zī Zàng Zú,Ganzizangzu,Gān Zī Zàng Zú,"513300",Autonomous Prefecture,Sichuan,Sì Chuān,"510000",Province,"2018",8755.24,"-1","-1","540300,632600,513200,511800,632700,513400,533400","1975",,,,,,,"-1","-1","-1"
"79",赣州市,"360700",赣州市,"360700",地级市,江西省,"360000",省,,,Ganzhou,"360700",Gàn Zhōu,Ganzhou,Gàn Zhōu,"360700",Prefecture City,Jiangxi,Jiāng Xī,"360000",Province,"2018",14508.04,"13879","2229200","350800,350400,361000,441600,441400,440200,431000,360800","42266",,,,,,,"521","62","2903"
"80",固原市,"640400",固原市,"640400",地级市,宁夏回族自治区,"640000",自治区,,,Guyuan,"640400",Gù Yuán,Guyuan,Gù Yuán,"640400",Prefecture City,Ningxia,Níng Xià Huí Zú,"640000",Autonomous Region,"2018",7043.661,"1265","-1","620800,621000,620400,640500","4969",,,,,,,"460","57","1625"
"81",广安市,"511600",广安市,"511600",地级市,四川省,"510000",省,,,Guangan,"511600",Guǎng ān,Guangan,Guǎng ān,"511600",Prefecture City,Sichuan,Sì Chuān,"510000",Province,"2018",10313.779,"2679","216456","511700,500000,510900,511300","143436",,,,,,,"-1","-1","-1"
"82",广元市,"510800",广元市,"510800",地级市,四川省,"510000",省,,,Guangyuan,"510800",Guǎng Yuán,Guangyuan,Guǎng Yuán,"510800",Prefecture City,Sichuan,Sì Chuān,"510000",Province,"2018",9713.732,"3928","995500","511900,510700,511300,610700,621200","28016",,,,,,,"561","203","2823"
"83",广州市,"440100",广州市,"440100",地级市,广东省,"440000",省,,,Guangzhou,"440100",Guǎng Zhōu,Guangzhou,Guǎng Zhōu,"440100",Prefecture City,Guangdong,Guǎng Dōng,"440000",Province,"2018",17484.362,"202559","747559","441800,440200,440600,441900,441300,442000","168045",,,,,,,"305","63","2199"
"84",贵港市,"450800",贵港市,"450800",地级市,广西壮族自治区,"450000",自治区,,,Guigang,"450800",Guì Gǎng,Guigang,Guì Gǎng,"450800",Prefecture City,Guangxi,Guǎng Xī,"450000",Autonomous Region,"2018",13840.969,"4616","819100","450400,451300,450700,450900,450100","69632",,,,,,,"548","97","3248"
